call id,agent,date,time,topic,answered (Y/N),resolved,speed of answer in seconds,avgtalkduration,satisfaction rating
ID2959,Jim,2/21/2021,11:54:14,Payment related,Y,Y,73,73,3
ID2960,Dan,2/21/2021,11:54:14,Contract related,Y,Y,25,66,1
ID2961,Becky,2/21/2021,12:21:36,Streaming,Y,Y,84,229,3
ID2962,Becky,2/21/2021,12:21:36,Technical Support,Y,Y,99,155,5
ID2963,Jim,2/21/2021,12:25:55,Streaming,Y,Y,108,328,3
ID2964,Greg,2/21/2021,12:25:55,Payment related,Y,Y,80,137,4
ID2965,Becky,2/21/2021,12:57:36,Payment related,Y,Y,77,75,4
ID2966,Stewart,2/21/2021,12:57:36,Admin Support,Y,Y,14,91,5
ID2967,Stewart,2/21/2021,13:14:53,Technical Support,Y,N,69,310,5
ID2968,Jim,2/21/2021,13:14:53,Contract related,Y,Y,91,53,3
ID2969,Greg,2/21/2021,13:35:02,Payment related,N,N,,0,
ID2970,Becky,2/21/2021,13:35:02,Payment related,Y,Y,125,189,1
ID2971,Becky,2/21/2021,13:56:38,Streaming,Y,Y,25,360,4
ID2972,Dan,2/21/2021,13:56:38,Payment related,Y,Y,60,285,4
ID2973,Becky,2/21/2021,13:59:31,Technical Support,Y,N,97,280,3
ID2974,Dan,2/21/2021,13:59:31,Admin Support,Y,Y,41,296,1
ID2975,Stewart,2/21/2021,14:29:46,Payment related,N,N,,0,
ID2976,Greg,2/21/2021,14:29:46,Streaming,Y,Y,47,419,4
ID2977,Becky,2/21/2021,14:47:02,Contract related,N,N,,0,
ID2978,Jim,2/21/2021,14:47:02,Streaming,Y,Y,82,394,5
ID2979,Greg,2/21/2021,14:58:34,Admin Support,Y,Y,94,283,4
ID2980,Becky,2/21/2021,14:58:34,Contract related,Y,Y,43,283,4
ID2981,Stewart,2/21/2021,15:10:05,Technical Support,Y,Y,27,247,1
ID2982,Joe,2/21/2021,15:10:05,Technical Support,Y,N,15,171,3
ID2983,Jim,2/21/2021,15:44:38,Technical Support,Y,Y,21,82,4
ID2984,Dan,2/21/2021,15:44:38,Technical Support,Y,Y,30,106,5
ID2985,Diane,2/21/2021,15:46:05,Admin Support,Y,N,106,130,1
ID2986,Jim,2/21/2021,15:46:05,Admin Support,Y,Y,56,321,3
ID2987,Dan,2/21/2021,16:23:31,Payment related,Y,Y,100,393,5
ID2988,Diane,2/21/2021,16:23:31,Streaming,Y,Y,48,346,3
ID2989,Jim,2/21/2021,16:59:31,Streaming,Y,Y,74,217,5
ID2990,Stewart,2/21/2021,16:59:31,Admin Support,Y,Y,100,240,1
ID2991,Diane,2/21/2021,17:19:41,Payment related,Y,N,90,163,3
ID2992,Becky,2/21/2021,17:19:41,Technical Support,N,N,,0,
ID2993,Dan,2/21/2021,17:21:07,Payment related,Y,Y,43,380,5
ID2994,Joe,2/21/2021,17:21:07,Payment related,Y,Y,68,313,4
ID2995,Jim,2/21/2021,17:49:55,Streaming,N,N,,0,
ID2996,Diane,2/21/2021,17:49:55,Admin Support,Y,Y,65,318,1
ID2997,Greg,2/22/2021,9:04:19,Admin Support,Y,Y,125,118,5
ID2998,Joe,2/22/2021,9:04:19,Admin Support,Y,Y,62,313,4
ID2999,Jim,2/22/2021,9:44:38,Payment related,Y,Y,24,130,3
ID3000,Becky,2/22/2021,9:44:38,Streaming,N,N,,0,
ID3001,Jim,2/22/2021,11:12:29,Streaming,Y,Y,41,137,4
ID3002,Becky,2/22/2021,11:12:29,Streaming,Y,Y,81,113,3
ID3003,Diane,2/22/2021,11:13:55,Technical Support,Y,Y,21,328,5
ID3004,Joe,2/22/2021,11:13:55,Admin Support,N,N,,0,
ID3005,Jim,2/22/2021,11:29:46,Streaming,N,N,,0,
ID3006,Jim,2/22/2021,11:29:46,Contract related,Y,Y,42,268,4
ID3007,Greg,2/22/2021,11:58:34,Streaming,Y,Y,79,321,5
ID3008,Greg,2/22/2021,11:58:34,Technical Support,Y,Y,120,293,4
ID3009,Dan,2/22/2021,12:04:19,Admin Support,Y,Y,10,154,4
ID3010,Jim,2/22/2021,12:04:19,Streaming,Y,Y,21,305,1
ID3011,Diane,2/22/2021,13:01:55,Technical Support,Y,N,16,215,5
ID3012,Joe,2/22/2021,13:01:55,Payment related,Y,Y,34,379,5
ID3013,Diane,2/22/2021,13:19:12,Contract related,Y,Y,116,413,1
ID3014,Greg,2/22/2021,13:19:12,Admin Support,Y,Y,28,385,2
ID3015,Martha,2/22/2021,13:30:43,Technical Support,Y,Y,75,153,3
ID3016,Martha,2/22/2021,13:30:43,Payment related,N,N,,0,
ID3017,Joe,2/22/2021,14:06:43,Payment related,Y,N,29,214,2
ID3018,Jim,2/22/2021,14:06:43,Technical Support,N,N,,0,
ID3019,Becky,2/22/2021,14:32:38,Technical Support,N,N,,0,
ID3020,Dan,2/22/2021,14:32:38,Technical Support,Y,Y,118,131,4
ID3021,Dan,2/22/2021,14:32:38,Admin Support,Y,Y,87,304,3
ID3022,Diane,2/22/2021,14:32:38,Streaming,Y,N,100,405,3
ID3023,Becky,2/22/2021,15:12:58,Admin Support,Y,Y,114,305,2
ID3024,Stewart,2/22/2021,15:12:58,Technical Support,Y,Y,69,35,4
ID3025,Jim,2/22/2021,15:18:43,Admin Support,Y,Y,112,119,3
ID3026,Dan,2/22/2021,15:18:43,Technical Support,N,N,,0,
ID3027,Stewart,2/22/2021,15:37:26,Streaming,Y,Y,48,114,3
ID3028,Becky,2/22/2021,15:37:26,Payment related,Y,Y,92,86,2
ID3029,Jim,2/22/2021,15:37:26,Streaming,Y,Y,102,394,4
ID3030,Martha,2/22/2021,15:37:26,Technical Support,Y,Y,16,391,3
ID3031,Joe,2/22/2021,15:41:46,Technical Support,Y,Y,58,173,5
ID3032,Becky,2/22/2021,15:41:46,Contract related,Y,Y,87,102,5
ID3033,Joe,2/22/2021,15:48:58,Contract related,Y,Y,88,77,4
ID3034,Dan,2/22/2021,15:48:58,Admin Support,Y,Y,59,222,3
ID3035,Jim,2/22/2021,16:26:24,Streaming,Y,Y,11,195,3
ID3036,Joe,2/22/2021,16:26:24,Technical Support,Y,Y,75,393,3
ID3037,Greg,2/22/2021,16:39:22,Admin Support,Y,Y,64,397,3
ID3038,Becky,2/22/2021,16:39:22,Streaming,Y,Y,95,316,1
ID3039,Martha,2/22/2021,16:55:12,Technical Support,Y,Y,94,302,4
ID3040,Greg,2/22/2021,16:55:12,Payment related,N,N,,0,
ID3041,Joe,2/22/2021,17:03:50,Contract related,N,N,,0,
ID3042,Becky,2/22/2021,17:03:50,Admin Support,N,N,,0,
ID3043,Dan,2/22/2021,17:09:36,Contract related,N,N,,0,
ID3044,Diane,2/22/2021,17:09:36,Contract related,Y,Y,41,128,3
ID3045,Diane,2/22/2021,17:19:41,Admin Support,Y,Y,38,228,3
ID3046,Martha,2/22/2021,17:19:41,Streaming,Y,Y,33,102,5
ID3047,Dan,2/23/2021,9:02:53,Technical Support,Y,Y,49,61,3
ID3048,Dan,2/23/2021,9:02:53,Streaming,Y,Y,97,46,5
ID3049,Becky,2/23/2021,9:23:02,Payment related,Y,Y,23,173,3
ID3050,Joe,2/23/2021,9:23:02,Technical Support,Y,Y,60,376,3
ID3051,Martha,2/23/2021,9:43:12,Technical Support,Y,Y,48,384,2
ID3052,Diane,2/23/2021,9:43:12,Contract related,Y,Y,28,105,4
ID3053,Martha,2/23/2021,10:24:58,Technical Support,Y,Y,104,343,4
ID3054,Greg,2/23/2021,10:24:58,Contract related,Y,Y,115,83,4
ID3055,Becky,2/23/2021,10:43:41,Admin Support,Y,N,89,112,3
ID3056,Martha,2/23/2021,10:43:41,Contract related,N,N,,0,
ID3057,Stewart,2/23/2021,10:49:26,Technical Support,Y,Y,111,257,3
ID3058,Jim,2/23/2021,10:49:26,Payment related,Y,Y,17,378,5
ID3059,Diane,2/23/2021,11:22:34,Technical Support,Y,Y,112,63,3
ID3060,Stewart,2/23/2021,11:22:34,Streaming,Y,N,100,265,5
ID3061,Becky,2/23/2021,12:01:26,Payment related,N,N,,0,
ID3062,Diane,2/23/2021,12:01:26,Admin Support,Y,Y,40,253,3
ID3063,Martha,2/23/2021,12:41:46,Contract related,N,N,,0,
ID3064,Becky,2/23/2021,12:41:46,Admin Support,Y,Y,29,70,3
ID3065,Jim,2/23/2021,12:59:02,Admin Support,Y,N,39,393,4
ID3066,Diane,2/23/2021,12:59:02,Payment related,Y,Y,41,78,3
ID3067,Stewart,2/23/2021,13:26:24,Streaming,N,N,,0,
ID3068,Martha,2/23/2021,13:26:24,Technical Support,N,N,,0,
ID3069,Becky,2/23/2021,13:37:55,Admin Support,Y,Y,56,37,5
ID3070,Diane,2/23/2021,13:37:55,Streaming,Y,Y,76,136,1
ID3071,Greg,2/23/2021,13:45:07,Admin Support,Y,N,36,66,3
ID3072,Jim,2/23/2021,13:45:07,Streaming,Y,Y,111,102,3
ID3073,Becky,2/23/2021,14:28:19,Payment related,Y,Y,17,184,4
ID3074,Diane,2/23/2021,14:28:19,Payment related,Y,Y,121,203,5
ID3075,Stewart,2/23/2021,14:34:05,Payment related,Y,Y,69,365,4
ID3076,Jim,2/23/2021,14:34:05,Contract related,Y,Y,111,207,3
ID3077,Martha,2/23/2021,14:38:24,Technical Support,N,N,,0,
ID3078,Jim,2/23/2021,14:38:24,Technical Support,Y,Y,86,278,3
ID3079,Dan,2/23/2021,14:48:29,Payment related,Y,Y,77,413,4
ID3080,Jim,2/23/2021,14:48:29,Contract related,Y,Y,70,288,3
ID3081,Greg,2/23/2021,14:54:14,Streaming,Y,Y,82,86,3
ID3082,Joe,2/23/2021,14:54:14,Payment related,N,N,,0,
ID3083,Becky,2/23/2021,15:21:36,Contract related,Y,Y,69,137,1
ID3084,Jim,2/23/2021,15:21:36,Technical Support,N,N,,0,
ID3085,Joe,2/23/2021,15:30:14,Contract related,Y,Y,56,82,1
ID3086,Greg,2/23/2021,15:30:14,Contract related,Y,Y,95,369,1
ID3087,Jim,2/23/2021,15:34:34,Admin Support,N,N,,0,
ID3088,Greg,2/23/2021,15:34:34,Streaming,Y,Y,13,366,3
ID3089,Joe,2/23/2021,15:47:31,Payment related,Y,Y,52,299,4
ID3090,Joe,2/23/2021,15:47:31,Technical Support,Y,N,40,352,4
ID3091,Greg,2/23/2021,16:40:48,Admin Support,N,N,,0,
ID3092,Martha,2/23/2021,16:40:48,Contract related,Y,Y,124,403,5
ID3093,Greg,2/23/2021,16:55:12,Payment related,Y,Y,99,404,4
ID3094,Becky,2/23/2021,16:55:12,Streaming,Y,Y,99,398,4
ID3095,Diane,2/23/2021,17:11:02,Payment related,Y,Y,86,266,4
ID3096,Joe,2/23/2021,17:11:02,Technical Support,Y,Y,118,53,2
ID3097,Martha,2/23/2021,17:24:00,Contract related,Y,Y,50,383,4
ID3098,Martha,2/23/2021,17:24:00,Admin Support,N,N,,0,
ID3099,Becky,2/23/2021,17:29:46,Streaming,Y,Y,52,214,1
ID3100,Diane,2/23/2021,17:29:46,Technical Support,Y,Y,34,286,4
ID3101,Greg,2/24/2021,9:36:00,Payment related,Y,Y,37,228,3
ID3102,Dan,2/24/2021,9:36:00,Admin Support,Y,Y,75,181,4
ID3103,Dan,2/24/2021,12:59:02,Technical Support,Y,Y,85,73,2
ID3104,Diane,2/24/2021,12:59:02,Admin Support,Y,Y,25,263,3
ID3105,Stewart,2/24/2021,13:00:29,Admin Support,N,N,,0,
ID3106,Dan,2/24/2021,13:00:29,Contract related,N,N,,0,
ID3107,Joe,2/24/2021,13:17:46,Streaming,Y,Y,70,48,4
ID3108,Diane,2/24/2021,13:17:46,Technical Support,Y,Y,103,206,4
ID3109,Stewart,2/24/2021,13:35:02,Payment related,Y,Y,71,417,5
ID3110,Becky,2/24/2021,13:35:02,Technical Support,Y,Y,51,71,4
ID3111,Jim,2/24/2021,13:49:26,Payment related,Y,Y,103,32,5
ID3112,Joe,2/24/2021,13:49:26,Payment related,Y,Y,98,175,5
ID3113,Greg,2/24/2021,13:58:05,Payment related,Y,Y,65,204,2
ID3114,Dan,2/24/2021,13:58:05,Admin Support,Y,Y,104,299,4
ID3115,Jim,2/24/2021,14:24:00,Payment related,Y,Y,82,286,2
ID3116,Martha,2/24/2021,14:24:00,Payment related,Y,Y,26,172,4
ID3117,Diane,2/24/2021,14:34:05,Payment related,Y,N,84,216,3
ID3118,Greg,2/24/2021,14:34:05,Technical Support,Y,Y,106,343,4
ID3119,Joe,2/24/2021,14:41:17,Admin Support,Y,Y,92,102,4
ID3120,Joe,2/24/2021,14:41:17,Admin Support,N,N,,0,
ID3121,Becky,2/24/2021,15:17:17,Contract related,Y,Y,122,181,1
ID3122,Becky,2/24/2021,15:17:17,Contract related,Y,Y,92,164,4
ID3123,Diane,2/24/2021,15:21:36,Payment related,N,N,,0,
ID3124,Jim,2/24/2021,15:21:36,Streaming,Y,Y,61,265,5
ID3125,Martha,2/24/2021,15:28:48,Technical Support,Y,Y,27,116,5
ID3126,Becky,2/24/2021,15:28:48,Technical Support,Y,Y,68,108,1
ID3127,Diane,2/24/2021,15:41:46,Technical Support,N,N,,0,
ID3128,Greg,2/24/2021,15:41:46,Technical Support,Y,Y,59,42,4
ID3129,Joe,2/24/2021,16:07:41,Payment related,N,N,,0,
ID3130,Joe,2/24/2021,16:07:41,Technical Support,Y,Y,110,350,4
ID3131,Jim,2/24/2021,16:23:31,Technical Support,Y,Y,23,140,4
ID3132,Diane,2/24/2021,16:23:31,Contract related,Y,Y,60,369,5
ID3133,Stewart,2/24/2021,16:37:55,Payment related,Y,Y,89,147,3
ID3134,Martha,2/24/2021,16:37:55,Admin Support,Y,Y,48,246,3
ID3135,Joe,2/24/2021,16:42:14,Admin Support,Y,Y,52,295,5
ID3136,Jim,2/24/2021,16:42:14,Payment related,Y,Y,49,199,1
ID3137,Becky,2/24/2021,16:48:00,Technical Support,Y,Y,33,279,2
ID3138,Jim,2/24/2021,16:48:00,Technical Support,Y,Y,108,259,4
ID3139,Jim,2/24/2021,17:13:55,Payment related,N,N,,0,
ID3140,Joe,2/24/2021,17:13:55,Payment related,Y,Y,21,296,5
ID3141,Martha,2/24/2021,17:16:48,Contract related,Y,Y,23,229,5
ID3142,Dan,2/24/2021,17:16:48,Technical Support,N,N,,0,
ID3143,Becky,2/24/2021,17:28:19,Contract related,Y,Y,73,334,5
ID3144,Dan,2/24/2021,17:28:19,Technical Support,N,N,,0,
ID3145,Stewart,2/24/2021,17:36:58,Technical Support,Y,Y,22,253,3
ID3146,Martha,2/24/2021,17:36:58,Payment related,N,N,,0,
ID3147,Stewart,2/24/2021,17:42:43,Admin Support,Y,N,12,343,4
ID3148,Joe,2/24/2021,17:42:43,Streaming,Y,Y,111,265,3
ID3149,Jim,2/24/2021,17:47:02,Admin Support,Y,Y,97,226,5
ID3150,Diane,2/24/2021,17:47:02,Streaming,Y,Y,93,331,4
ID3151,Becky,2/24/2021,17:55:41,Streaming,Y,Y,24,145,3
ID3152,Martha,2/24/2021,17:55:41,Technical Support,Y,Y,84,109,1
ID3153,Stewart,2/25/2021,9:10:05,Contract related,Y,Y,17,116,4
ID3154,Stewart,2/25/2021,9:10:05,Technical Support,Y,Y,55,243,4
ID3155,Greg,2/25/2021,9:10:05,Payment related,Y,Y,118,73,3
ID3156,Dan,2/25/2021,9:10:05,Streaming,Y,Y,109,177,5
ID3157,Stewart,2/25/2021,9:15:50,Technical Support,Y,Y,33,157,4
ID3158,Joe,2/25/2021,9:15:50,Contract related,Y,Y,18,359,4
ID3159,Stewart,2/25/2021,10:06:14,Admin Support,Y,Y,99,252,2
ID3160,Martha,2/25/2021,10:06:14,Contract related,Y,Y,111,149,3
ID3161,Diane,2/25/2021,10:19:12,Admin Support,N,N,,0,
ID3162,Diane,2/25/2021,10:19:12,Payment related,Y,Y,82,407,5
ID3163,Becky,2/25/2021,10:20:38,Admin Support,Y,Y,48,340,3
ID3164,Joe,2/25/2021,10:20:38,Technical Support,Y,Y,83,293,3
ID3165,Dan,2/25/2021,10:46:34,Technical Support,Y,Y,102,132,5
ID3166,Joe,2/25/2021,10:46:34,Admin Support,Y,Y,124,83,1
ID3167,Martha,2/25/2021,10:52:19,Streaming,N,N,,0,
ID3168,Joe,2/25/2021,10:52:19,Streaming,Y,Y,82,212,3
ID3169,Jim,2/25/2021,11:09:36,Payment related,Y,N,50,253,4
ID3170,Martha,2/25/2021,11:09:36,Payment related,Y,Y,27,115,3
ID3171,Joe,2/25/2021,11:35:31,Admin Support,Y,Y,96,167,4
ID3172,Greg,2/25/2021,11:35:31,Contract related,Y,Y,122,235,1
ID3173,Diane,2/25/2021,11:42:43,Technical Support,N,N,,0,
ID3174,Joe,2/25/2021,11:42:43,Payment related,Y,Y,76,110,4
ID3175,Dan,2/25/2021,11:55:41,Admin Support,Y,Y,66,106,5
ID3176,Martha,2/25/2021,11:55:41,Technical Support,Y,Y,98,132,3
ID3177,Martha,2/25/2021,12:04:19,Contract related,N,N,,0,
ID3178,Joe,2/25/2021,12:04:19,Technical Support,Y,Y,73,391,3
ID3179,Joe,2/25/2021,12:05:46,Contract related,Y,Y,76,107,3
ID3180,Greg,2/25/2021,12:05:46,Streaming,N,N,,0,
ID3181,Jim,2/25/2021,12:31:41,Admin Support,Y,Y,123,346,4
ID3182,Stewart,2/25/2021,12:31:41,Admin Support,Y,N,98,311,4
ID3183,Dan,2/25/2021,12:34:34,Technical Support,Y,Y,81,126,1
ID3184,Dan,2/25/2021,12:34:34,Payment related,Y,Y,52,415,4
ID3185,Stewart,2/25/2021,12:34:34,Payment related,Y,Y,93,362,1
ID3186,Jim,2/25/2021,12:34:34,Payment related,Y,Y,17,307,4
ID3187,Dan,2/25/2021,13:00:29,Technical Support,Y,Y,91,98,4
ID3188,Dan,2/25/2021,13:00:29,Streaming,Y,Y,20,143,5
ID3189,Diane,2/25/2021,14:11:02,Contract related,N,N,,0,
ID3190,Joe,2/25/2021,14:11:02,Payment related,Y,Y,125,377,4
ID3191,Martha,2/25/2021,14:57:07,Payment related,Y,Y,46,186,2
ID3192,Diane,2/25/2021,14:57:07,Contract related,Y,Y,124,329,3
ID3193,Dan,2/25/2021,15:14:24,Technical Support,Y,Y,29,245,3
ID3194,Joe,2/25/2021,15:14:24,Streaming,Y,N,75,277,3
ID3195,Martha,2/25/2021,15:27:22,Technical Support,Y,Y,57,251,4
ID3196,Dan,2/25/2021,15:27:22,Admin Support,N,N,,0,
ID3197,Jim,2/25/2021,15:30:14,Streaming,Y,Y,106,113,4
ID3198,Jim,2/25/2021,15:30:14,Contract related,Y,Y,19,344,3
ID3199,Jim,2/25/2021,15:41:46,Technical Support,Y,Y,94,71,4
ID3200,Stewart,2/25/2021,15:41:46,Streaming,N,N,,0,
ID3201,Diane,2/25/2021,15:54:43,Admin Support,Y,Y,28,181,3
ID3202,Diane,2/25/2021,15:54:43,Admin Support,Y,Y,11,140,4
ID3203,Stewart,2/25/2021,16:04:48,Admin Support,Y,Y,68,291,5
ID3204,Dan,2/25/2021,16:04:48,Contract related,Y,Y,103,282,5
ID3205,Stewart,2/25/2021,16:26:24,Streaming,Y,Y,28,366,2
ID3206,Martha,2/25/2021,16:26:24,Technical Support,Y,Y,36,249,5
ID3207,Dan,2/25/2021,16:40:48,Technical Support,Y,Y,63,339,5
ID3208,Dan,2/25/2021,16:40:48,Contract related,Y,Y,14,36,5
ID3209,Dan,2/25/2021,17:06:43,Streaming,Y,Y,82,315,1
ID3210,Diane,2/25/2021,17:06:43,Payment related,N,N,,0,
ID3211,Martha,2/25/2021,17:06:43,Admin Support,Y,Y,15,343,3
ID3212,Diane,2/25/2021,17:06:43,Admin Support,Y,Y,85,258,3
ID3213,Becky,2/25/2021,17:24:00,Admin Support,N,N,,0,
ID3214,Greg,2/25/2021,17:24:00,Payment related,Y,Y,108,132,5
ID3215,Martha,2/25/2021,17:47:02,Streaming,Y,Y,45,178,3
ID3216,Joe,2/25/2021,17:47:02,Technical Support,Y,Y,24,112,4
ID3217,Greg,2/26/2021,9:10:05,Streaming,Y,Y,75,271,2
ID3218,Martha,2/26/2021,9:10:05,Technical Support,Y,Y,68,384,5
ID3219,Jim,2/26/2021,9:18:43,Payment related,Y,N,104,81,4
ID3220,Joe,2/26/2021,9:18:43,Contract related,Y,N,33,41,3
ID3221,Dan,2/26/2021,10:12:00,Technical Support,Y,Y,101,230,2
ID3222,Jim,2/26/2021,10:12:00,Admin Support,N,N,,0,
ID3223,Greg,2/26/2021,10:24:58,Technical Support,Y,Y,41,184,1
ID3224,Martha,2/26/2021,10:24:58,Streaming,N,N,,0,
ID3225,Jim,2/26/2021,10:45:07,Contract related,Y,Y,124,207,4
ID3226,Jim,2/26/2021,10:45:07,Streaming,Y,N,98,329,2
ID3227,Greg,2/26/2021,11:03:50,Payment related,Y,Y,119,131,3
ID3228,Jim,2/26/2021,11:03:50,Streaming,Y,Y,40,146,1
ID3229,Greg,2/26/2021,11:36:58,Payment related,N,N,,0,
ID3230,Becky,2/26/2021,11:36:58,Payment related,Y,Y,97,329,2
ID3231,Martha,2/26/2021,11:44:10,Admin Support,Y,Y,119,226,2
ID3232,Becky,2/26/2021,11:44:10,Technical Support,N,N,,0,
ID3233,Stewart,2/26/2021,11:45:36,Streaming,Y,Y,26,42,5
ID3234,Greg,2/26/2021,11:45:36,Payment related,N,N,,0,
ID3235,Jim,2/26/2021,12:40:19,Payment related,Y,Y,77,106,4
ID3236,Jim,2/26/2021,12:40:19,Technical Support,Y,Y,31,125,3
ID3237,Becky,2/26/2021,13:01:55,Admin Support,N,N,,0,
ID3238,Becky,2/26/2021,13:01:55,Payment related,Y,N,16,220,4
ID3239,Diane,2/26/2021,13:06:14,Admin Support,Y,Y,117,389,4
ID3240,Becky,2/26/2021,13:06:14,Streaming,Y,N,16,198,5
ID3241,Stewart,2/26/2021,14:05:17,Payment related,Y,N,35,207,4
ID3242,Martha,2/26/2021,14:05:17,Contract related,Y,N,93,152,4
ID3243,Joe,2/26/2021,14:51:22,Streaming,Y,Y,39,176,1
ID3244,Greg,2/26/2021,14:51:22,Streaming,Y,N,18,294,1
ID3245,Greg,2/26/2021,14:54:14,Contract related,Y,Y,124,327,4
ID3246,Greg,2/26/2021,14:54:14,Streaming,N,N,,0,
ID3247,Becky,2/26/2021,15:01:26,Streaming,Y,Y,10,240,1
ID3248,Diane,2/26/2021,15:01:26,Contract related,N,N,,0,
ID3249,Becky,2/26/2021,15:05:46,Streaming,Y,Y,99,308,4
ID3250,Greg,2/26/2021,15:05:46,Technical Support,Y,Y,114,306,4
ID3251,Greg,2/26/2021,15:41:46,Technical Support,Y,Y,122,275,1
ID3252,Joe,2/26/2021,15:41:46,Contract related,N,N,,0,
ID3253,Becky,2/26/2021,16:04:48,Streaming,N,N,,0,
ID3254,Diane,2/26/2021,16:04:48,Contract related,Y,N,87,76,4
ID3255,Dan,2/26/2021,16:29:17,Streaming,Y,Y,63,207,3
ID3256,Martha,2/26/2021,16:29:17,Payment related,N,N,,0,
ID3257,Stewart,2/26/2021,16:49:26,Streaming,Y,Y,120,399,4
ID3258,Jim,2/26/2021,16:49:26,Streaming,N,N,,0,
ID3259,Stewart,2/26/2021,16:58:05,Streaming,N,N,,0,
ID3260,Stewart,2/26/2021,16:58:05,Payment related,Y,Y,23,319,4
ID3261,Martha,2/26/2021,17:05:17,Technical Support,Y,N,122,229,5
ID3262,Joe,2/26/2021,17:05:17,Contract related,Y,Y,60,208,1
ID3263,Dan,2/26/2021,17:35:31,Contract related,Y,Y,123,45,5
ID3264,Dan,2/26/2021,17:35:31,Technical Support,Y,Y,64,319,1
ID3265,Greg,2/26/2021,17:36:58,Streaming,Y,Y,124,304,2
ID3266,Diane,2/26/2021,17:36:58,Contract related,Y,Y,102,140,4
ID3267,Becky,2/26/2021,17:39:50,Admin Support,Y,Y,27,392,4
ID3268,Becky,2/26/2021,17:39:50,Admin Support,Y,Y,26,347,4
ID3269,Joe,2/26/2021,17:42:43,Payment related,Y,Y,42,81,5
ID3270,Dan,2/26/2021,17:42:43,Technical Support,Y,Y,121,266,4
ID3271,Becky,2/26/2021,17:51:22,Payment related,Y,Y,91,386,3
ID3272,Stewart,2/26/2021,17:51:22,Technical Support,Y,Y,79,237,5
ID3273,Stewart,2/27/2021,9:11:31,Streaming,Y,Y,49,262,5
ID3274,Martha,2/27/2021,9:11:31,Streaming,N,N,,0,
ID3275,Martha,2/27/2021,9:11:31,Contract related,Y,N,44,316,4
ID3276,Becky,2/27/2021,9:11:31,Contract related,N,N,,0,
ID3277,Greg,2/27/2021,9:46:05,Streaming,N,N,,0,
ID3278,Greg,2/27/2021,9:46:05,Streaming,Y,Y,47,365,3
ID3279,Greg,2/27/2021,9:50:24,Streaming,N,N,,0,
ID3280,Diane,2/27/2021,9:50:24,Payment related,N,N,,0,
ID3281,Greg,2/27/2021,9:56:10,Technical Support,Y,N,26,51,5
ID3282,Greg,2/27/2021,9:56:10,Admin Support,N,N,,0,
ID3283,Martha,2/27/2021,10:16:19,Admin Support,Y,Y,50,93,3
ID3284,Stewart,2/27/2021,10:16:19,Streaming,Y,Y,121,320,1
ID3285,Jim,2/27/2021,10:50:53,Contract related,Y,Y,82,405,3
ID3286,Diane,2/27/2021,10:50:53,Admin Support,Y,Y,41,277,4
ID3287,Dan,2/27/2021,11:47:02,Admin Support,Y,Y,65,351,1
ID3288,Dan,2/27/2021,11:47:02,Contract related,Y,Y,100,349,3
ID3289,Dan,2/27/2021,12:14:24,Streaming,Y,Y,72,298,2
ID3290,Dan,2/27/2021,12:14:24,Streaming,Y,Y,120,49,5
ID3291,Stewart,2/27/2021,12:34:34,Contract related,Y,Y,59,73,3
ID3292,Diane,2/27/2021,12:34:34,Contract related,N,N,,0,
ID3293,Jim,2/27/2021,12:44:38,Contract related,Y,Y,25,245,2
ID3294,Dan,2/27/2021,12:44:38,Streaming,Y,Y,20,296,3
ID3295,Dan,2/27/2021,12:56:10,Payment related,Y,Y,40,354,4
ID3296,Becky,2/27/2021,12:56:10,Streaming,Y,Y,34,311,5
ID3297,Martha,2/27/2021,13:07:41,Admin Support,N,N,,0,
ID3298,Martha,2/27/2021,13:07:41,Contract related,Y,Y,27,131,5
ID3299,Joe,2/27/2021,13:39:22,Streaming,Y,Y,103,296,1
ID3300,Diane,2/27/2021,13:39:22,Admin Support,Y,Y,76,197,4
ID3301,Jim,2/27/2021,14:11:02,Contract related,N,N,,0,
ID3302,Martha,2/27/2021,14:11:02,Admin Support,Y,Y,23,162,4
ID3303,Greg,2/27/2021,14:38:24,Admin Support,Y,Y,94,417,4
ID3304,Dan,2/27/2021,14:38:24,Technical Support,Y,Y,115,378,5
ID3305,Martha,2/27/2021,14:58:34,Technical Support,Y,N,11,190,3
ID3306,Diane,2/27/2021,14:58:34,Payment related,Y,Y,117,125,5
ID3307,Diane,2/27/2021,15:00:00,Contract related,Y,Y,110,393,5
ID3308,Dan,2/27/2021,15:00:00,Admin Support,Y,Y,24,167,3
ID3309,Jim,2/27/2021,15:08:38,Streaming,Y,Y,31,278,3
ID3310,Becky,2/27/2021,15:08:38,Admin Support,Y,Y,25,306,3
ID3311,Stewart,2/27/2021,15:25:55,Contract related,Y,Y,96,331,3
ID3312,Becky,2/27/2021,15:25:55,Streaming,Y,Y,48,44,2
ID3313,Dan,2/27/2021,16:00:29,Admin Support,Y,N,110,156,5
ID3314,Jim,2/27/2021,16:00:29,Contract related,Y,N,19,295,3
ID3315,Diane,2/27/2021,16:20:38,Admin Support,N,N,,0,
ID3316,Diane,2/27/2021,16:20:38,Contract related,Y,Y,88,221,1
ID3317,Jim,2/27/2021,16:37:55,Contract related,Y,Y,42,381,3
ID3318,Stewart,2/27/2021,16:37:55,Payment related,Y,Y,111,399,4
